CUST_CODE,TOTAL_SPEND,TOTAL_VISIT,STD_TICKET_SIZE,DURING_SINCE_FIRST_PURCHASE,DURING_SINCE_LAST_PURCHASE,LENGHT_OF_STAY,AVERAGE_TIME_TO_EVENT,MODE_BASKET_SIZE,MODE_SHOP_TIME,MODE_WEEKDAY,AVERAGE_MONTHLY_VISIT,AVERAGE_MONTHLY_SPEND,STD_MONTHLY_SPEND,STD_MONTHLY_VISIT
CUST0000844393,381.05,24,1.147962906,418,16,402,16.75,3,2,3,26.54545455,34.64090909,19.95358908,16.72430804
CUST0000888211,790.88,37,2.216938531,600,2,598,16.16216216,3,2,6,35.63636364,71.89818182,58.65135987,28.61745407
CUST0000443923,90.6,37,0.853929692,811,3,808,21.83783784,2,3,5,4.117647059,5.329411765,4.012964975,3.197100763
CUST0000490365,842.21,87,1.103399463,818,15,803,9.229885057,3,2,5,24.04347826,36.61782609,31.80343117,20.18712086
CUST0000657746,417.72,54,2.748140351,813,34,779,14.42592593,2,2,7,7.565217391,18.16173913,17.82453674,5.491701937
CUST0000474462,926.72,102,1.618114074,815,4,811,7.950980392,3,3,5,23.36,37.0688,23.63079352,14.06521951
CUST0000572630,289.37,29,1.306350727,741,2,739,25.48275862,3,2,3,13.16666667,16.07611111,16.89341494,12.93251716
CUST0000905563,658.39,145,1.493842015,817,25,792,5.462068966,2,2,3,20.34615385,25.32269231,19.04511598,12.76697153
CUST0000254358,993.04,32,2.191134422,797,32,765,23.90625,3,2,7,25.66666667,47.28761905,30.48757013,12.98472851
CUST0000692025,154.08,44,1.241269438,815,12,803,18.25,2,2,7,7.833333333,6.42,4.837949807,4.696334268
CUST0000857304,616.56,57,2.186316871,775,3,772,13.54385965,3,1,3,13.125,25.69,26.55913873,12.25871289
CUST0000075238,765.91,95,1.658797847,235,4,231,2.431578947,3,2,5,53.11111111,85.10111111,52.97984427,30.2707943
CUST0000961918,1856.47,75,1.93704598,766,2,764,10.18666667,3,3,4,42.36,74.2588,47.92513172,26.03978495
CUST0000049077,2033.88,93,2.653271748,815,5,810,8.709677419,3,2,4,40.7037037,75.32888889,50.41198236,26.18709721
CUST0000099290,237.48,28,1.218274225,329,6,323,11.53571429,2,3,7,14.7,23.748,11.08124524,5.883026432
CUST0000688362,214.81,21,2.449038331,770,0,770,36.66666667,2,3,4,7.846153846,16.52384615,12.86861091,4.621790426
CUST0000199923,739.94,33,4.430503205,813,14,799,24.21212121,3,2,2,14,43.52588235,42.92760144,10.97590945
CUST0000048792,136.75,45,1.152602585,688,7,681,15.13333333,2,1,4,6.055555556,7.597222222,4.577218716,3.256996268
CUST0000601252,180.87,46,0.871354887,807,3,804,17.47826087,2,2,7,6.041666667,7.53625,5.793889606,4.373015423
CUST0000667919,3907.57,303,2.035225962,817,1,816,2.693069307,3,2,2,85.03571429,139.5560714,55.6829356,30.39205975
CUST0000554123,251.15,48,1.536997648,793,42,751,15.64583333,2,2,7,7.217391304,10.91956522,8.049225444,4.995271867
CUST0000884311,935.02,48,3.653944439,807,14,793,16.52083333,3,2,4,15.69565217,40.65304348,33.10205437,10.78821734
CUST0000099665,1160.83,78,1.618895421,806,2,804,10.30769231,3,2,5,32.34615385,44.64730769,23.84125151,19.60365411
CUST0000446505,1247.1,79,6.594148642,816,31,785,9.936708861,3,2,5,16.5,47.96538462,35.0732867,6.840209174
CUST0000723680,360.05,48,3.197958891,664,7,657,13.6875,1,3,4,8.384615385,27.69615385,20.9641289,7.322656743
CUST0000363160,5152.45,280,1.959380287,816,4,812,2.9,3,3,3,98.17857143,184.0160714,84.93532688,40.32019484
CUST0000711533,3100.95,164,2.216933549,816,4,812,4.951219512,3,2,1,56.32142857,110.7482143,50.8376585,21.5142039
CUST0000491794,456.72,35,4.793669986,799,19,780,22.28571429,3,3,2,8.545454545,20.76,37.45791724,8.658822473
CUST0000783333,257.03,41,1.657677228,396,6,390,9.512195122,3,3,4,10.53846154,19.77153846,12.11670166,7.099462435
CUST0000350383,101,21,0.980098099,206,79,127,6.047619048,2,1,2,19.4,20.2,7.299920548,5.851495535
CUST0000395679,173.14,33,1.225817249,797,20,777,23.54545455,3,2,2,7.611111111,9.618888889,9.751422055,7.711023054
CUST0000638261,267.3,24,3.209443423,770,1,769,32.04166667,3,2,2,7.5,16.70625,17.66199729,5.820223363
CUST0000691573,283.56,35,1.361431252,814,17,797,22.77142857,3,2,6,13,18.904,12.27529106,7.823042886
CUST0000751850,1792.98,81,2.104608348,706,3,703,8.679012346,3,2,2,40.28,71.7192,39.79165359,20.97144726
CUST0000144308,1294.62,200,2.164468816,816,5,811,4.055,2,2,5,24.57142857,46.23642857,20.40778217,11.13369587
CUST0000999024,807.89,37,1.46047293,802,33,769,20.78378378,3,3,5,31.4,40.3945,29.23241719,20.55091239
CUST0000183115,317.49,31,2.730188021,778,20,758,24.4516129,3,2,5,9.631578947,16.71,9.839544277,4.521417178
CUST0000037123,2564.38,210,1.415367059,817,3,814,3.876190476,3,1,2,68.35714286,91.585,41.26392384,28.86695378
CUST0000318273,4429.57,390,2.306473548,818,4,814,2.087179487,3,3,4,80.25,158.1989286,65.29182526,29.26922445
CUST0000566764,2929.88,304,2.17701099,815,2,813,2.674342105,3,2,6,66.67857143,104.6385714,51.70831715,28.59701979
CUST0000565459,4073.37,215,1.58541888,813,6,807,3.753488372,3,2,3,89.03703704,150.8655556,40.71666938,23.07071493
CUST0000945695,242.93,47,3.060483185,807,2,805,17.12765957,2,2,6,8.411764706,14.29,15.75653179,7.948798085
CUST0000503093,1031.77,166,1.525045222,805,5,800,4.819277108,2,2,1,21.39285714,36.84892857,25.16918557,12.35007023
CUST0000755461,1167.06,75,1.53058804,816,0,816,10.88,3,2,4,25.52,46.6824,27.41766938,15.25285547
CUST0000157296,1147.29,114,1.42858474,817,7,810,7.105263158,3,3,1,27.96153846,44.12653846,36.63773076,21.73880042
CUST0000625521,437.07,132,1.561060995,783,4,779,5.901515152,1,1,7,10.81481481,16.18777778,13.55596229,7.620814757
CUST0000692703,823.04,165,1.199933744,811,6,805,4.878787879,2,2,4,23.69230769,31.65538462,17.60288268,14.19308941
CUST0000995115,363.74,105,2.473782879,805,4,801,7.628571429,1,3,6,7.296296296,13.47185185,11.16782781,5.148281373
CUST0000020366,2089.94,204,2.788702489,818,1,817,4.004901961,3,3,5,41.95833333,87.08083333,90.05503849,44.43860856
CUST0000234306,378.07,32,1.895354558,764,2,762,23.8125,3,3,2,13.375,23.629375,17.00483074,9.662265521
CUST0000914541,1019.63,89,1.566439693,803,19,784,8.808988764,3,3,4,28.125,42.48458333,24.21198326,14.57541452
CUST0000539672,5240.34,217,2.602571002,812,2,810,3.732718894,3,2,6,84.32142857,187.155,84.44835042,34.63591609
CUST0000246378,394.05,54,1.715155552,450,1,449,8.314814815,3,3,7,18.64285714,28.14642857,28.15856216,19.90910468
CUST0000352929,370.53,51,1.45406142,806,0,806,15.80392157,2,2,4,9.217391304,16.11,10.24403411,5.30755427
CUST0000662600,292.23,25,1.621980945,341,93,248,9.92,3,3,3,19.5,29.223,16.77082768,10.62308806
CUST0000102487,367.14,27,5.029513556,806,50,756,28,3,3,7,10.07142857,26.22428571,21.8253685,8.021972377
CUST0000200775,1668.77,79,2.955479632,817,8,809,10.24050633,3,2,1,27.40740741,61.8062963,31.42177485,15.54744056
CUST0000628284,114.49,30,1.773039007,525,28,497,16.56666667,2,3,5,3.705882353,6.734705882,5.544840864,2.802618647
CUST0000711746,776.94,58,3.313789132,781,20,761,13.12068966,2,1,5,12.38095238,36.99714286,23.47395439,6.579015634
CUST0000160842,596.85,53,1.418081465,479,1,478,9.018867925,3,2,7,26.4375,37.303125,23.28778132,15.14912848
CUST0000242105,241.4,33,2.998417056,803,33,770,23.33333333,2,2,2,4.947368421,12.70526316,10.94043411,5.306140278
CUST0000699774,251.49,36,1.191606051,734,75,659,18.30555556,3,2,3,10.94444444,13.97166667,11.41310516,9.00291448
CUST0000518102,311.24,42,1.125221484,522,7,515,12.26190476,3,3,2,19.07692308,23.94153846,20.37697979,16.81328018
CUST0000075764,410.61,89,2.410325725,788,19,769,8.640449438,2,2,3,10.44,16.4244,13.3753448,5.734666512
CUST0000105820,1009.59,55,1.935668668,811,7,804,14.61818182,3,2,1,24.4,40.3836,35.42766951,18.74886663
CUST0000926230,279.47,28,4.505031049,788,25,763,27.25,2,3,5,8.733333333,18.63133333,14.31338342,5.847696603
CUST0000986278,5651.05,207,3.087169782,815,3,812,3.922705314,3,2,7,115.0714286,201.8232143,89.59858657,36.75102386
CUST0000049674,504.76,37,3.287346454,804,46,758,20.48648649,3,1,3,10.05,25.238,28.89414311,10.72135719
CUST0000097161,469.68,73,1.379409757,818,5,813,11.1369863,2,2,5,11.22222222,17.39555556,16.61951114,11.11333311
CUST0000347023,646.51,118,1.82953494,818,0,818,6.93220339,2,2,4,14.22222222,23.94481481,17.02870373,10.10072727
CUST0000454142,1036.11,60,1.816384099,818,10,808,13.46666667,3,1,4,22.8,41.4444,25.36515927,12.76557872
CUST0000824829,280.59,24,1.504803035,667,0,667,27.79166667,3,3,2,27.85714286,40.08428571,20.3986105,15.4958849
CUST0000337192,2158.19,366,1.874305129,816,3,813,2.221311475,2,3,2,58.03571429,77.07821429,26.44478305,17.6321179
CUST0000460564,222.98,31,2.012626747,817,3,814,26.25806452,3,2,5,8.952380952,10.61809524,9.500761182,7.779559239
CUST0000885756,68.79,23,1.407920682,792,26,766,33.30434783,2,3,3,2.8,4.586,3.951007973,2.196967607
CUST0000326140,780.18,27,2.433179047,654,24,630,23.33333333,3,2,5,22,45.89294118,20.08819196,9.035876207
CUST0000329537,3192.82,123,2.320178061,817,10,807,6.56097561,3,2,7,63.74074074,118.2525926,45.65568097,23.32951174
CUST0000414799,128.29,34,1.738350715,496,6,490,14.41176471,2,2,6,6.909090909,11.66272727,12.10253849,6.59827175
CUST0000642271,312.38,23,1.686005858,654,96,558,24.26086957,3,2,2,11,22.31285714,18.45806615,10.23299984
CUST0000659998,1758.65,383,2.342790058,818,0,818,2.135770235,2,2,3,47.25,62.80892857,28.68349828,12.17322882
CUST0000359463,506.84,151,1.773317176,814,15,799,5.291390728,2,2,3,14.74074074,18.77185185,10.14932621,6.257396172
CUST0000635457,524.33,41,5.824455301,785,10,775,18.90243902,3,3,5,7.952380952,24.96809524,22.05908054,6.820670198
CUST0000638798,1235.93,64,2.306254388,317,22,295,4.609375,3,3,2,55.90909091,112.3572727,63.27619243,31.09064327
CUST0000923296,6031.53,168,1.668561076,814,0,814,4.845238095,3,3,6,112.6428571,215.4117857,74.07262845,37.28482484
CUST0000436394,352.97,24,1.622408536,774,2,772,32.16666667,3,2,2,14.8,23.53133333,18.38492276,11.36192472
CUST0000281501,1248.05,108,2.180088996,817,11,806,7.462962963,3,2,4,27.18518519,46.22407407,24.55054156,11.35304507
CUST0000609540,911.92,73,2.105856562,808,6,802,10.98630137,3,3,7,20.14285714,43.4247619,42.66387762,17.61299767
CUST0000412413,3491.23,64,1.992970637,796,0,796,12.4375,3,1,3,68.38461538,134.2780769,61.96234663,30.41138062
CUST0000759998,2324.15,282,1.461281483,817,5,812,2.879432624,3,2,5,63.67857143,83.00535714,28.87988307,20.99668949
CUST0000399671,437.11,46,1.032698322,815,21,794,17.26086957,3,2,2,21.22222222,24.28388889,14.37617904,11.93759494
CUST0000939653,440.97,59,4.000954145,809,4,805,13.6440678,2,2,1,4.666666667,16.33222222,10.34467418,3.17396819
CUST0000131615,1933.34,106,4.376092759,818,1,817,7.70754717,3,2,2,28.88461538,74.35923077,65.9146724,24.10765426
CUST0000369586,189.46,21,1.279466064,803,38,765,36.42857143,3,3,3,18.125,23.6825,24.01091353,12.52435128
CUST0000018686,2084.97,218,3.421745904,818,8,810,3.71559633,3,3,4,32,83.3988,63.69114835,21.22074457
CUST0000820635,973.87,120,1.516323724,817,2,815,6.791666667,3,2,6,24.35714286,34.78107143,14.63803713,9.224247107
CUST0000856965,508.84,107,4.426407271,816,0,816,7.626168224,1,1,5,7.740740741,18.84592593,16.36987754,7.667113961
CUST0000011075,978.65,137,2.059516029,817,14,803,5.861313869,3,1,3,21.81481481,36.2462963,18.79712885,8.919545899
CUST0000033021,266.76,26,1.457499489,673,12,661,25.42307692,3,2,2,11.64285714,19.05428571,16.20283384,9.536449945
CUST0000390986,900.67,28,1.705782418,803,33,770,27.5,3,2,3,31.5625,56.291875,51.87906288,27.41570889
CUST0000130484,728.56,54,3.411278667,810,16,794,14.7037037,3,2,3,31.83333333,60.71333333,40.98572807,20.10735078
CUST0000603024,3357.5,347,1.896490081,818,7,811,2.337175793,3,2,5,72.40740741,124.3518519,73.96727945,38.12966111
CUST0000626795,344.24,30,1.952901033,740,14,726,24.2,3,2,2,11.11764706,20.24941176,27.02515701,14.57993122
CUST0000890061,787.24,90,2.515460266,813,1,812,9.022222222,3,2,2,20.46428571,28.11571429,16.68706309,8.165616689
CUST0000224697,547.54,37,1.656446457,812,11,801,21.64864865,3,2,7,16.68421053,28.81789474,21.17945469,12.96169511
CUST0000514631,1506.65,136,2.755314305,811,2,809,5.948529412,3,3,5,30.42307692,57.94807692,35.51582313,18.94764665
CUST0000709082,447.24,86,1.13725978,715,4,711,8.26744186,2,2,4,18.17391304,19.44521739,12.85402825,11.84924204
CUST0000925937,1736.01,73,2.898293791,794,0,794,10.87671233,3,2,4,26.44444444,64.29666667,39.87393737,15.227493
CUST0000436891,85.06,24,1.718574712,755,54,701,29.20833333,2,2,5,4.5,7.088333333,8.64164513,2.872281323
CUST0000040955,118.86,29,1.21003909,814,14,800,27.5862069,2,2,5,10.375,14.8575,9.353780987,6.122448448
CUST0000485902,2034.47,144,2.976199083,809,11,798,5.541666667,3,3,5,36.92307692,78.24884615,51.57185341,19.36277769
CUST0000081896,280.94,51,2.018525422,790,0,790,15.49019608,2,2,2,6.772727273,12.77,9.919320908,4.252612226
CUST0000978419,101.72,29,0.997975356,465,10,455,15.68965517,2,3,5,4.733333333,6.781333333,3.900432227,2.999259168
CUST0000053927,1181.07,53,0.978282736,719,10,709,13.37735849,3,2,5,45.47619048,56.24142857,26.54608899,20.46045907
CUST0000591629,2614.35,170,1.600715185,815,21,794,4.670588235,3,2,1,65.14814815,96.82777778,26.98835789,13.33251026
CUST0000219191,6610.69,218,2.421132147,818,8,810,3.71559633,3,2,6,102.4074074,244.8403704,71.90910381,29.38916311
CUST0000311218,1611.52,194,1.950260883,815,6,809,4.170103093,2,2,1,31.81481481,59.68592593,30.16510312,15.48723976
CUST0000899822,599.39,49,1.488303881,812,22,790,16.12244898,3,3,4,18.45,29.9695,28.28347388,17.46274606
CUST0000122195,1470.16,243,1.224843876,596,4,592,2.436213992,2,2,2,57.61904762,70.00761905,25.72044247,17.35203073
CUST0000743903,2097.49,48,2.153922702,808,8,800,16.66666667,3,2,5,51.82608696,91.19521739,36.07890891,21.10357928
CUST0000925831,809.21,80,2.472491228,805,6,799,9.9875,3,2,5,16.19230769,31.12346154,20.55458941,9.615769223
CUST0000944363,655.52,70,1.119383556,592,9,583,8.328571429,3,2,2,26.33333333,36.41777778,18.20792305,11.76624173
CUST0000952913,198.96,37,1.326353234,606,6,600,16.21621622,2,3,1,7.25,12.435,8.056144394,4.069705149
CUST0000918353,4578.85,101,11.07745749,816,1,815,8.069306931,3,2,2,42.58333333,190.7854167,138.296896,23.00528321
CUST0000244542,85.84,21,1.559790294,810,29,781,37.19047619,2,2,3,4.545454545,7.803636364,5.327169251,3.055952057
CUST0000917992,958.23,155,4.166437049,814,3,811,5.232258065,2,2,2,14.03571429,34.2225,29.33275237,16.24693849
CUST0000312377,282.17,29,2.02065939,811,45,766,26.4137931,2,2,4,6.142857143,13.43666667,9.682487054,3.284678926
CUST0000552301,86.6,25,0.980909634,668,21,647,25.88,2,3,1,6.166666667,7.216666667,5.440921082,4.297932319
CUST0000127841,1598.19,133,2.138641537,806,3,803,6.037593985,3,1,2,26.71428571,57.07821429,26.37555186,9.71691141
CUST0000562261,152.43,33,1.738624458,817,1,816,24.72727273,2,2,3,5.647058824,8.966470588,11.93453217,5.666632743
CUST0000089820,2368.59,291,1.406102847,817,0,817,2.807560137,3,2,1,80.64285714,84.5925,33.18752785,27.0320105
CUST0000353957,482.34,80,1.390500546,816,16,800,10,2,2,6,53.28571429,68.90571429,48.97909433,38.0252333
CUST0000406280,60.26,21,2.166114192,815,38,777,37,2,1,3,2.714285714,4.304285714,4.5060653,2.312344865
CUST0000600570,533.76,61,3.736274741,785,18,767,12.57377049,2,2,2,9.608695652,23.20695652,17.93890366,6.812642534
CUST0000098319,1761.91,64,1.339468968,809,39,770,12.03125,3,1,6,51.15384615,67.76576923,27.53128405,20.14121742
CUST0000361284,122.28,66,2.00478191,728,4,724,10.96969697,1,2,7,3.409090909,5.558181818,5.036428782,1.775056745
CUST0000618516,237.17,67,1.601227631,791,3,788,11.76119403,2,1,1,5.653846154,9.121923077,6.441429619,2.999260264
CUST0000602288,237.54,32,1.118886568,305,22,283,8.84375,3,2,7,27.71428571,33.93428571,34.3160803,27.73710401
CUST0000126928,35.59,26,0.635826098,734,38,696,26.76923077,1,1,4,2.833333333,2.965833333,1.473224685,1.343709625
CUST0000472158,3600.86,392,2.564961818,818,1,817,2.084183673,3,2,2,71.96428571,128.6021429,53.40247729,28.85243508
CUST0000451458,1001.85,69,2.371120013,814,14,800,11.5942029,3,2,4,18.65384615,38.53269231,25.80238593,11.89680729
CUST0000450865,799.77,21,2.133503369,750,0,750,35.71428571,3,2,2,31.35714286,57.12642857,38.17373716,18.79820334
CUST0000827833,807.25,165,1.863983869,818,0,818,4.957575758,2,3,2,15.82142857,28.83035714,16.63767057,7.290177205
CUST0000475288,406.22,27,1.368208261,740,9,731,27.07407407,3,2,4,22.33333333,33.85166667,22.1625577,13.80418616
CUST0000208760,124.56,36,1.111171267,784,3,781,21.69444444,2,2,5,5.529411765,7.327058824,5.669447286,4.216461397
CUST0000195121,2348.45,56,2.319593818,812,5,807,14.41071429,3,2,1,41.55555556,86.97962963,57.33656732,27.5335934
CUST0000568678,1688.52,92,1.759963293,794,4,790,8.586956522,3,3,3,34.84615385,64.94307692,40.13638525,18.94057977
CUST0000707553,712.05,60,1.086892049,632,2,630,10.5,3,2,2,30.47368421,37.47631579,25.42927099,19.35368433
CUST0000944007,1894.38,289,1.245926747,817,7,810,2.802768166,2,3,7,42.92592593,70.16222222,42.78284256,26.01982994
CUST0000969829,521.36,33,2.728305356,791,9,782,23.6969697,3,2,7,15,26.068,14.8653707,7.252585746
CUST0000294281,706.97,40,1.444203109,707,2,705,17.625,3,3,2,26.66666667,47.13133333,40.97573084,22.9017224
CUST0000326585,1858.63,172,1.385292832,810,14,796,4.627906977,3,3,7,45.48148148,68.83814815,26.732734,15.21541706
CUST0000587643,2680.45,66,1.947064743,754,1,753,11.40909091,3,2,6,53.34615385,103.0942308,50.69341083,25.01529118
CUST0000480214,412.19,27,1.748203231,811,35,776,28.74074074,3,2,1,10.15,20.6095,10.39925501,5.415487051
CUST0000528973,2172.53,85,2.349062025,809,20,789,9.282352941,3,3,2,42.40740741,80.46407407,35.99889003,17.6367866
CUST0000683146,500.1,40,2.624210936,348,65,283,7.075,2,3,2,27.57142857,71.44285714,52.92736282,20.90698546
CUST0000788586,80.23,33,1.445756345,784,32,752,22.78787879,2,3,3,3.842105263,4.222631579,4.312987537,2.56008137
CUST0000475538,2266.26,53,2.70957639,581,4,577,10.88679245,3,2,7,62.70588235,133.3094118,65.47143512,30.42012628
CUST0000607180,4210.85,446,2.249670865,817,1,816,1.829596413,3,3,6,76.35714286,150.3875,56.52816186,30.28343994
CUST0000158306,5159.58,298,2.979295917,817,4,813,2.728187919,3,3,6,69.46428571,184.2707143,126.6285519,43.44329814
CUST0000809233,139.75,29,4.576649664,606,59,547,18.86206897,1,1,3,4.461538462,10.75,12.57525409,3.103729385
CUST0000995305,1192.87,76,1.664409566,652,9,643,8.460526316,3,3,7,40.7,59.6435,25.34262206,17.25427483
CUST0000074259,1766.94,85,1.275581043,818,13,805,9.470588235,3,3,2,49.52,70.6776,46.49602437,36.16088494
CUST0000644153,1243.79,156,1.947189799,775,1,774,4.961538462,2,3,7,27.51851852,46.0662963,24.73239863,14.94030187
CUST0000888170,1000.22,83,4.08841029,805,12,793,9.554216867,2,2,5,14.88461538,38.47,21.11808285,9.700622197
CUST0000298310,4075.86,198,1.46509773,812,3,809,4.085858586,3,3,5,92.89285714,145.5664286,47.26758049,30.59684774
CUST0000944437,1833.75,100,1.919687294,814,1,813,8.13,3,2,7,37.03571429,65.49107143,41.16361529,23.98285421
CUST0000590074,212.72,37,0.912355444,428,31,397,10.72972973,2,2,5,11.61538462,16.36307692,10.02058296,6.331101029
CUST0000008415,4365.79,378,1.940943118,816,1,815,2.156084656,3,2,1,101.75,155.9210714,42.09249775,27.65040041
CUST0000961285,222.29,38,2.761064014,813,13,800,21.05263158,3,2,4,12.35294118,13.07588235,13.47663427,8.547040606
CUST0000574581,95.46,53,0.701882354,807,14,793,14.96226415,2,2,1,4.208333333,3.9775,2.964372123,3.081925354
CUST0000939587,581.46,55,3.026719525,809,0,809,14.70909091,3,2,7,11.28,23.2584,23.99940061,8.706411431
CUST0000862112,423.22,29,2.541103773,796,58,738,25.44827586,3,2,1,11.7,21.161,12.2866366,6.870953355
CUST0000992085,662.59,42,3.534605634,495,22,473,11.26190476,3,2,3,18.58333333,55.21583333,34.16915677,12.74400731
CUST0000028147,247.02,29,2.801210525,804,90,714,24.62068966,2,2,6,11.7,24.702,30.04635911,12.67320007
CUST0000353013,161.72,58,0.774703693,682,14,668,11.51724138,2,2,6,10.4,10.78133333,7.562521508,8.220300076
CUST0000531336,244.2,48,2.918534998,815,9,806,16.79166667,2,1,7,4.086956522,10.6173913,9.629473423,2.796162642
CUST0000188698,1524.05,50,1.107998227,814,29,785,15.7,3,2,4,54,66.26304348,31.34762794,23.96555499
CUST0000256627,2709.83,263,1.880801551,811,7,804,3.057034221,3,2,3,56.66666667,100.3640741,38.68737063,21.04668532
CUST0000583261,529.38,23,2.850251889,705,63,642,27.91304348,3,2,3,12.5625,33.08625,28.03742608,10.024774
CUST0000415301,2466.32,143,1.336789013,813,7,806,5.636363636,3,2,1,55.81481481,91.34518519,43.2939275,25.70204926
CUST0000486391,1094.92,67,5.716041653,816,12,804,12,3,2,1,20.7,54.746,37.55511861,12.91549457
CUST0000501352,487.65,29,7.278116263,811,6,805,27.75862069,3,3,2,9.647058824,28.68529412,31.15553904,8.422247684
CUST0000768789,76.12,33,1.244827443,782,11,771,23.36363636,2,3,7,3.705882353,4.477647059,3.94959347,2.673721924
CUST0000073165,341.47,62,1.918157407,812,1,811,13.08064516,2,3,7,8.24,13.6588,12.09002674,5.551792503
CUST0000138092,2581.24,263,1.394762012,815,0,815,3.098859316,3,2,1,64.60714286,92.18714286,31.11649343,21.39315526
CUST0000458224,1719,245,1.616268353,817,1,816,3.330612245,2,2,1,44.60714286,61.39285714,20.05356485,13.58922705
CUST0000616216,521.12,172,1.572214075,817,1,816,4.744186047,2,2,7,13.35714286,18.61142857,12.39867237,7.783748113
CUST0000322687,404.17,83,2.883967187,790,4,786,9.469879518,2,3,5,9.125,16.84041667,13.5053892,6.009107671
